4172,cy,CommonPhrases/cy/codi.wav
4173,cy,CommonPhrases/cy/deffro.wav
4174,cy,CommonPhrases/cy/gorwedd.wav
4175,cy,CommonPhrases/cy/eistedd.wav
4176,cy,CommonPhrases/cy/sefyll.wav
4177,cy,CommonPhrases/cy/mynd_allan.wav
4178,cy,CommonPhrases/cy/dychwelyd.wav
4179,cy,CommonPhrases/cy/aros_fewn.wav
4180,cy,CommonPhrases/cy/mynd_allan.wav
4181,cy,CommonPhrases/cy/symud_ymlaen.wav
4182,cy,CommonPhrases/cy/arafwch.wav
4183,cy,CommonPhrases/cy/cyflymwch.wav
4184,cy,CommonPhrases/cy/parhau.wav
4185,cy,CommonPhrases/cy/rhoi_r_gorau_iddi.wav
4186,cy,CommonPhrases/cy/codi.wav
4187,cy,CommonPhrases/cy/rhoi_lawr.wav
4188,cy,CommonPhrases/cy/troi_ymlaen.wav
4189,cy,CommonPhrases/cy/troi_i_ffwrdd.wav
4190,cy,CommonPhrases/cy/glanhau.wav
4191,cy,CommonPhrases/cy/llanastru.wav
4192,cy,CommonPhrases/cy/sefydlu.wav
4193,cy,CommonPhrases/cy/pacio.wav
4194,cy,CommonPhrases/cy/ymddangos.wav
4195,cy,CommonPhrases/cy/gadael_yn_gynnar.wav
4196,cy,CommonPhrases/cy/aros_yn_hwyr.wav
4197,cy,CommonPhrases/cy/tawalu.wav
4198,cy,CommonPhrases/cy/cynhesu.wav
4199,cy,CommonPhrases/cy/oeri.wav
4200,cy,CommonPhrases/cy/gwisgo_n_ffurfiol.wav
4201,cy,CommonPhrases/cy/newid_dillad.wav
4202,cy,CommonPhrases/cy/paratoi.wav
4203,cy,CommonPhrases/cy/ymffresio.wav
4204,cy,CommonPhrases/cy/cymer_egwyl.wav
4205,cy,CommonPhrases/cy/gorffwys.wav
4206,cy,CommonPhrases/cy/dechrau_drosodd.wav
4207,cy,CommonPhrases/cy/ewch_ymlaen.wav
4208,cy,CommonPhrases/cy/dal_ati.wav
4209,cy,CommonPhrases/cy/gollwng.wav
4210,cy,CommonPhrases/cy/camu_o_r_neilltu.wav
4211,cy,CommonPhrases/cy/symud_ymlaen.wav
4212,cy,CommonPhrases/cy/edrych_yn_l.wav
4213,cy,CommonPhrases/cy/sefydlu.wav
4214,cy,CommonPhrases/cy/gorffen.wav
4215,cy,CommonPhrases/cy/gadael.wav
4216,cy,CommonPhrases/cy/edrych_o_gwmpas.wav
4217,cy,CommonPhrases/cy/deffro_rhywun.wav
4218,cy,CommonPhrases/cy/syrthio_i_gysgu.wav
4219,cy,CommonPhrases/cy/dal_i_fyny.wav
4220,cy,CommonPhrases/cy/treulio_amser.wav
4221,cy,CommonPhrases/cy/cyfarfod.wav
4222,cy,CommonPhrases/cy/cwrdd.wav
4223,cy,CommonPhrases/cy/cadw_mewn_cysylltiad.wav
4224,cy,CommonPhrases/cy/cadw_mewn_cysylltiad.wav
4225,cy,CommonPhrases/cy/colli_cysylltiad.wav
4226,cy,CommonPhrases/cy/cofrestru.wav
4227,cy,CommonPhrases/cy/estyn_allan.wav
4228,cy,CommonPhrases/cy/ailgysylltu.wav
4229,cy,CommonPhrases/cy/symud_ar_wah_n.wav
4230,cy,CommonPhrases/cy/dod_yn_agos.wav
4231,cy,CommonPhrases/cy/tyfu_ar_wah_n.wav
4232,cy,CommonPhrases/cy/gwneud_ffrindiau.wav
4233,cy,CommonPhrases/cy/taro_dechrau_n_dda.wav
4234,cy,CommonPhrases/cy/dod_ymlaen.wav
4235,cy,CommonPhrases/cy/cweryla.wav
4236,cy,CommonPhrases/cy/torri_r_i.wav
4237,cy,CommonPhrases/cy/dod_draw.wav
4238,cy,CommonPhrases/cy/dod_gyda_chi.wav
4239,cy,CommonPhrases/cy/dod_rhywun.wav
4240,cy,CommonPhrases/cy/gwahodd_draw.wav
4241,cy,CommonPhrases/cy/galw_heibio.wav
4242,cy,CommonPhrases/cy/galw_heibio.wav
4243,cy,CommonPhrases/cy/dod_draw.wav
4244,cy,CommonPhrases/cy/dangos_cefnogaeth.wav
4245,cy,CommonPhrases/cy/bod_yna_i.wav
4246,cy,CommonPhrases/cy/dibynnu_ar.wav
4247,cy,CommonPhrases/cy/dibynnu_ar.wav
4248,cy,CommonPhrases/cy/ymddiried_mewn_rhywun.wav
4249,cy,CommonPhrases/cy/agor_i_fyny.wav
4250,cy,CommonPhrases/cy/rhannu_teimladau.wav
